Country_Name,Year,Access_to_electricity_(%_of_population),"Adjusted_net_enrollment_rate,_primary_(%_of_primary_school_age_children)",Adjusted_net_national_income_(constant_2015_US$),Adjusted_net_national_income_per_capita_(annual_%_growth),Adjusted_net_national_income_per_capita_(constant_2015_US$),"Annualized_average_growth_rate_in_per_capita_real_survey_mean_consumption_or_income,_bottom_40%_of_population_(%)","Annualized_average_growth_rate_in_per_capita_real_survey_mean_consumption_or_income,_total_population_(%)",CPIA_social_protection_rating_(1=low_to_6=high),CPIA_trade_rating_(1=low_to_6=high),"Central_government_debt,_total_(%_of_GDP)","Children_out_of_school,_primary",Current_account_balance_(%_of_GDP),Current_health_expenditure_(%_of_GDP),"Current_health_expenditure_per_capita,_PPP_(current_international_$)","Employment_to_population_ratio,_15+,_total_(%)_(modeled_ILO_estimate)",Exports_of_goods_and_services_(%_of_GDP),Exports_of_goods_and_services_(annual_%_growth),Final_consumption_expenditure_(%_of_GDP),Final_consumption_expenditure_(annual_%_growth),"Foreign_direct_investment,_net_inflows_(%_of_GDP)","Foreign_direct_investment,_net_outflows_(%_of_GDP)",GDP_(constant_2015_US$),GDP_(constant_LCU),GDP_growth_(annual_%),GDP_per_capita_(constant_2015_US$),GDP_per_capita_(constant_LCU),GDP_per_capita_growth_(annual_%),"GDP_per_capita,_PPP_(constant_2017_international_$)",GDP_per_person_employed_(constant_2017_PPP_$),"GDP,_PPP_(constant_2017_international_$)",Gini_index,"Government_expenditure_on_education,_total_(%_of_GDP)","Government_expenditure_on_education,_total_(%_of_government_expenditure)",Gross_domestic_income_(constant_LCU),Gross_domestic_savings_(%_of_GDP),Gross_national_expenditure_(constant_2015_US$),Gross_savings_(%_of_GDP),"Hospital_beds_(per_1,000_people)",Human_capital_index_(HCI)_(scale_0-1),"Human_capital_index_(HCI),_lower_bound_(scale_0-1)","Human_capital_index_(HCI),_upper_bound_(scale_0-1)",Income_share_held_by_highest_10%,Income_share_held_by_highest_20%,Income_share_held_by_lowest_10%,Income_share_held_by_lowest_20%,Increase_in_poverty_gap_at_$1.90_($_2011_PPP)_poverty_line_due_to_out-of-pocket_health_care_expenditure_(%_of_poverty_line),Increase_in_poverty_gap_at_$1.90_($_2011_PPP)_poverty_line_due_to_out-of-pocket_health_care_expenditure_(USD),Increase_in_poverty_gap_at_$3.20_($_2011_PPP)_poverty_line_due_to_out-of-pocket_health_care_expenditure_(%_of_poverty_line),Increase_in_poverty_gap_at_$3.20_($_2011_PPP)_poverty_line_due_to_out-of-pocket_health_care_expenditure_(USD),"Inflation,_GDP_deflator_(annual_%)","Inflation,_GDP_deflator:_linked_series_(annual_%)","Inflation,_consumer_prices_(annual_%)","Labor_force,_total","Life_expectancy_at_birth,_total_(years)","Literacy_rate,_adult_total_(%_of_people_ages_15_and_above)","Literacy_rate,_youth_total_(%_of_people_ages_15-24)","Mortality_rate,_infant_(per_1,000_live_births)","Mortality_rate,_under-5_(per_1,000_live_births)",Net_acquisition_of_financial_assets_(current_LCU),Net_barter_terms_of_trade_index_(2000_=_100),"Net_financial_flows,_bilateral_(NFL,_current_US$)",Net_foreign_assets_(current_LCU),Net_investment_in_nonfinancial_assets_(current_LCU),Net_lending_(+)_/_net_borrowing_(-)_(current_LCU),"Net_trade_in_goods_(BoP,_current_US$)",Number_of_under-five_deaths,Ores_and_metals_exports_(%_of_merchandise_exports),"Population,_total",Poverty_gap_at_$2.15_a_day_(2017_PPP)_(%),Poverty_gap_at_$3.65_a_day_(2017_PPP)_(%),Poverty_gap_at_$6.85_a_day_(2017_PPP)_(%),Poverty_headcount_ratio_at_$2.15_a_day_(2017_PPP)_(%_of_population),Poverty_headcount_ratio_at_$3.65_a_day_(2017_PPP)_(%_of_population),Poverty_headcount_ratio_at_$6.85_a_day_(2017_PPP)_(%_of_population),Poverty_headcount_ratio_at_national_poverty_lines_(%_of_population),Present_value_of_external_debt_(current_US$),Price_level_ratio_of_PPP_conversion_factor_(GDP)_to_market_exchange_rate,"Primary_completion_rate,_total_(%_of_relevant_age_group)",Public_private_partnerships_investment_in_ICT_(current_US$),Public_private_partnerships_investment_in_energy_(current_US$),Public_private_partnerships_investment_in_transport_(current_US$),Public_private_partnerships_investment_in_water_and_sanitation_(current_US$),Rail_lines_(total_route-km),"Railways,_goods_transported_(million_ton-km)","Railways,_passengers_carried_(million_passenger-km)",Real_interest_rate_(%),Renewable_electricity_output_(%_of_total_electricity_output),Renewable_energy_consumption_(%_of_total_final_energy_consumption),Renewable_internal_freshwater_resources_per_capita_(cubic_meters),Rural_land_area_(sq._km),Rural_population,Taxes_on_exports_(%_of_tax_revenue),Taxes_on_exports_(current_LCU),Taxes_on_international_trade_(%_of_revenue),Taxes_on_international_trade_(current_LCU),Trade_(%_of_GDP),Trade_in_services_(%_of_GDP),"Unemployment,_total_(%_of_total_labor_force)_(modeled_ILO_estimate)","Unemployment,_youth_total_(%_of_total_labor_force_ages_15-24)_(modeled_ILO_estimate)",Urban_population,Urban_population_(%_of_total_population),Urban_population_growth_(annual_%),"Vulnerable_employment,_total_(%_of_total_employment)_(modeled_ILO_estimate)","Wage_and_salaried_workers,_total_(%_of_total_employment)_(modeled_ILO_estimate)"
Uganda,2018,41.91999817,572686429093.6163,31508828735.0,11.30786254,758.9673357,572686429093.6163,572686429093.6163,3.5,4.5,34.673571,572686429093.6163,-5.879405176,4.03115654,92.1367569,67.6289978,15.08705306,9.419934119,80.93865218,9.803452269,3.205128111,0.000976845,37204541628.0,115359000000000.0,6.303923781,896.1625351,2778702.588,2.749030459,2186.907147,6009.735621,90790314035.0,572686429093.6163,2.130520105,11.2536602,112192000000000.0,19.06134782,40473733144.0,17.07328922,572686429093.6163,0.382125795,0.369761914,0.393976867,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,4.443385268,4.443385268,2.61601191,15501519.0,62.714,76.52749634,89.3963089,34.4,47.7,530923000000.0,112.0718593,614989862.7,13940200000000.0,572686429093.6163,-3211660000000.0,-2461952791.0,72980.0,0.350411759,41515395.0,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,0.354209035,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,14.74786881,572686429093.6163,90.07,939.4105488,572686429093.6163,31645525.0,0.088391125,12442003945.0,11.00468345,1713290000000.0,36.6384056,15.42335581,3.571000099,5.539000034,9869870.0,23.774,5.862543635,73.62000084,22.25
Uganda,2019,41.29999924,664236706933.0513,34260637332.0,5.103816682,797.7036372,0.05,-0.26,3.5,4.5,38.47694531,664236706933.0513,-7.093216387,3.82522416,92.3787384,67.51699829,17.10905802,4.317491782,79.94952805,6.99236556,3.602542903,0.000912753,39600047204.0,122787000000000.0,6.438745034,922.0231773,2858887.856,2.885708923,2250.014922,6128.454229,96636070871.0,42.7,1.529999971,11.47000027,121694000000000.0,20.05047195,43556167117.0,15.64112927,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,34.5,49.5,2.4,6.1,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,3.000011819,3.000011819,2.867588034,16175558.0,62.991,664236706933.0513,664236706933.0513,33.2,45.6,-50565833757.0,116.4401777,293840903.5,14075700000000.0,664236706933.0513,-4553830000000.0,-2754565546.0,71323.0,0.266865231,42949080.0,13.7,32.2,56.4,42.2,71.9,91.1,20.3,664236706933.0513,0.351022353,664236706933.0513,664236706933.0513,87000000.0,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,90.22,908.0520467,664236706933.0513,32486255.0,0.127478053,20604285393.0,9.851756486,1888590000000.0,39.36105396,14.20293462,3.553999901,5.571000099,10462825.0,24.361,5.834181652,73.1099987,22.69000053
Uganda,2020,42.07441711,730253749908.386,36156368723.0,2.074007204,814.2480681,730253749908.386,730253749908.386,3.5,4.5,44.18591431,730253749908.386,-9.446569313,730253749908.386,730253749908.386,66.21099854,15.41479854,-1.170019416,80.76340342,3.22524497,2.32383307,0.000872462,40768765940.0,126410000000000.0,2.951306422,918.1201011,2846785.712,-0.423316497,2240.490237,6348.213098,99488097436.0,730253749908.386,2.586280107,11.25,124248000000000.0,19.23659658,44644997267.0,12.67603094,730253749908.386,0.384176582,0.37123549,0.396288335,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,2.721484443,2.721484443,3.313322895,16728018.0,62.851,730253749908.386,730253749908.386,32.1,43.7,283831000000.0,125.1415846,619725599.8,16006200000000.0,730253749908.386,-8575960000000.0,-2636826390.0,69974.0,0.25223189,44404611.0,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,0.35831502,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,33323884.0,0.093875037,14937590376.0,8.773916687,1678310000000.0,37.00069239,11.17058285,4.511000156,7.083000183,11080727.0,24.954,5.737879423,730253749908.386,730253749908.386
World,1999,74.65785354,235969024005.94077,42902400000000.0,1.541658042,7076.935142,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,60.20304196,21.93801527,5.078164259,235969024005.94077,3.862170338,3.655484462,3.672726452,46258400000000.0,235969024005.94077,3.55283987,7630.53408,235969024005.94077,2.142738889,10748.98857,25531.91078,65163400000000.0,235969024005.94077,4.110370159,235969024005.94077,235969024005.94077,24.00766142,45616800000000.0,25.11859427,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,4.210807178,235969024005.94077,3.041946671,2714052391.0,67.38653519,80.75253296,86.61364746,55.0,79.0,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,10191169.0,3.115772703,6062281732.0,10.3,23.6,41.9,30.4,52.3,69.8,235969024005.94077,235969024005.94077,235969024005.94077,80.95848083,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,2106.0,1478.0,235969024005.94077,18.664584,18.12984203,7141.38416,235969024005.94077,3255846929.0,235969024005.94077,235969024005.94077,4.690581759,235969024005.94077,46.05061364,8.896227007,6.233931888,13.05284931,2804643704.0,46.27750241,2.204634885,52.17159559,45.04615936
World,2000,78.17989864,227044988038.0501,44437100000000.0,2.194310339,7232.225062,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,8.629558321,596.6280829,60.27364277,23.58347878,11.84489768,227044988038.0501,4.018762743,4.609009194,4.050762311,48347000000000.0,227044988038.0501,4.51495667,7868.563973,227044988038.0501,3.119439487,11108.3063,26246.7231,68253000000000.0,227044988038.0501,3.853990078,13.53108501,227044988038.0501,24.35698049,47518400000000.0,25.6843884,2.900103809,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,5.195405208,227044988038.0501,3.433515634,2759473411.0,67.70005399,80.8703537,86.61222076,53.1,76.3,227044988038.0501,100.0,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,9903236.0,3.038199091,6144322697.0,9.8,22.9,41.0,29.3,51.1,68.9,227044988038.0501,227044988038.0501,227044988038.0501,81.94934082,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,2264.5,1588.0,227044988038.0501,18.33315487,17.62680994,7046.156734,128013902.2,3276591101.0,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,50.70245126,9.234426502,6.071131335,12.97588439,2866001986.0,46.65785203,2.187738924,51.97713317,45.30581241
World,2001,77.83171611,246000157131.23685,45256100000000.0,0.501376642,7268.485749,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,9.026290372,637.4236764,59.89857507,22.99254049,0.634965688,246000157131.23685,2.900407357,2.660637895,2.414062097,49318400000000.0,246000157131.23685,2.009203206,7920.927747,246000157131.23685,0.665480694,11215.02152,26465.14401,69828500000000.0,246000157131.23685,4.020319939,14.47763491,246000157131.23685,23.39484822,48478500000000.0,24.98258461,2.768852072,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,3.809356937,246000157131.23685,3.836572621,2802472541.0,68.05179944,81.17598724,86.90873718,51.6,73.8,246000157131.23685,98.25592285,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,9606689.0,2.978099687,6226339538.0,9.4,22.2,40.3,28.3,50.2,68.3,246000157131.23685,246000157131.23685,246000157131.23685,82.75843811,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,3942.0,1675.0,246000157131.23685,17.86959113,17.31814989,6953.537098,246000157131.23685,3292625622.0,246000157131.23685,246000157131.23685,4.284475563,246000157131.23685,49.61563309,9.363143192,6.179671431,13.19261405,2931982375.0,47.10308459,2.302175271,51.60607423,45.56416676
World,2002,79.28214733,248977398506.52744,47104100000000.0,2.734634553,7467.252272,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,9.368363332,675.479872,59.45207955,23.24629176,2.752486291,248977398506.52744,2.798017001,2.139752971,1.86166521,50455100000000.0,248977398506.52744,2.304827672,7998.469822,248977398506.52744,0.97895193,11367.61919,26823.55668,71708000000000.0,248977398506.52744,3.878530025,14.52521038,248977398506.52744,23.00613186,50304700000000.0,24.76027703,2.669514659,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,3.554213255,248977398506.52744,2.90799857,2846097209.0,68.33037926,81.55425262,87.41333008,49.9,71.2,248977398506.52744,100.3956945,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,9285303.0,2.790555262,6308092739.0,8.8,21.3,39.2,26.9,48.8,67.4,248977398506.52744,248977398506.52744,248977398506.52744,83.42601776,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,3422.0,1628.0,248977398506.52744,17.78865441,17.30941978,6863.53643,248977398506.52744,3304983388.0,248977398506.52744,248977398506.52744,4.511369126,248977398506.52744,49.42803184,9.754285833,6.423980985,13.57072576,3001375881.0,47.59284636,2.366777733,51.34853341,45.74747701
World,2003,79.8711373,265220923241.27216,47735800000000.0,0.051787807,7471.119398,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,9.516852521,713.8633707,59.13278972,23.99824172,4.443549992,265220923241.27216,2.779844355,1.860544426,1.816216346,52024100000000.0,265220923241.27216,3.109626536,8142.265285,265220923241.27216,1.797787147,11637.80858,27401.29854,74358400000000.0,265220923241.27216,4.117280006,15.14175034,265220923241.27216,23.13052082,51290000000000.0,25.16508743,2.891210548,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,3.922617021,265220923241.27216,3.025045263,2891893930.0,68.60681056,82.06909943,87.90804291,48.1,68.5,265220923241.27216,108.9690313,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,8963109.0,2.806455825,6389383352.0,8.2,20.4,38.4,25.6,47.7,66.9,265220923241.27216,265220923241.27216,265220923241.27216,84.15605927,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,3274.0,1587.5,265220923241.27216,17.37855417,17.13126367,6776.26533,265220923241.27216,3316189332.0,265220923241.27216,265220923241.27216,5.136649495,265220923241.27216,51.18149562,9.749421725,6.5412958,13.75503604,3071458625.0,48.08434426,2.335020563,51.09902898,45.91641932
World,2004,80.07924781,283590575737.07385,50362200000000.0,4.174103964,7782.971689,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,9.418922151,753.7125022,59.01689676,25.87132333,10.23923719,283590575737.07385,3.547008363,2.228346229,2.701347748,54350200000000.0,283590575737.07385,4.471240675,8399.270256,283590575737.07385,3.156430832,12074.1847,28271.86613,78129900000000.0,283590575737.07385,3.943514943,14.23503971,283590575737.07385,24.03104438,54083200000000.0,26.42132074,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,5.515212386,283590575737.07385,3.517999031,2939963225.0,68.86169982,82.47206116,88.36721039,46.4,66.0,283590575737.07385,113.9768161,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,8688772.0,3.213041599,6470821068.0,7.4,19.1,37.0,23.7,45.9,65.6,283590575737.07385,283590575737.07385,283590575737.07385,84.68312073,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,3904.0,1759.5,283590575737.07385,17.80971628,16.84163616,6690.660868,283590575737.07385,3326181783.0,283590575737.07385,283590575737.07385,5.170788342,283590575737.07385,54.63330277,10.47656569,6.415059403,13.62607574,3142901966.0,48.58341753,2.326039505,50.52220584,46.38989992
World,2005,80.57104381,284474032168.0155,52300300000000.0,2.552681972,7981.646204,284474032168.0155,284474032168.0155,3.136986301,3.756578947,284474032168.0155,284474032168.0155,284474032168.0155,9.338414446,796.5321747,58.88783984,27.16581766,6.985805914,284474032168.0155,3.741794176,3.280400512,2.935821465,56526700000000.0,284474032168.0155,4.004597144,8626.640683,284474032168.0155,2.707025964,12463.11884,29033.64457,81665500000000.0,284474032168.0155,3.984870076,13.85410976,284474032168.0155,24.53127436,56170700000000.0,26.95592288,2.631489886,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,5.80054673,284474032168.0155,4.107250707,2989135918.0,69.19839279,82.42295837,88.49120331,44.6,63.1,284474032168.0155,115.0016114,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,8357464.0,3.417112516,6552571570.0,6.6,17.8,35.5,21.7,43.8,64.1,284474032168.0155,284474032168.0155,284474032168.0155,85.466362,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,4037.0,2182.0,284474032168.0155,17.97509024,16.69930889,6607.381944,284474032168.0155,3335114489.0,284474032168.0155,284474032168.0155,4.774093214,284474032168.0155,56.68673797,11.02138591,6.337334468,13.68492451,3215717849.0,49.08869117,2.316835962,49.90714246,46.93542978
World,2006,81.27930378,326819996006.28296,55007600000000.0,3.870823375,8290.601631,326819996006.28296,326819996006.28296,3.108108108,3.782051282,326819996006.28296,326819996006.28296,326819996006.28296,9.25767889,853.9793389,58.93117094,28.89731099,8.743293667,326819996006.28296,3.403562793,4.252599398,4.127337741,59025400000000.0,326819996006.28296,4.4204254,8896.152645,326819996006.28296,3.124182077,12933.7135,30034.662,85814400000000.0,326819996006.28296,3.982189894,13.91742992,326819996006.28296,25.39338445,58778100000000.0,28.16021271,2.67138903,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,5.419860934,326819996006.28296,4.267174634,3027777597.0,69.57018726,82.60816956,88.73251343,42.9,60.5,326819996006.28296,115.8663334,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,8072075.0,4.110708575,6634935638.0,6.3,17.1,34.6,20.9,42.6,62.9,326819996006.28296,326819996006.28296,326819996006.28296,85.93443298,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,4893.0,2120.0,326819996006.28296,18.11623199,16.7671689,6519.584316,326819996006.28296,3343844096.0,326819996006.28296,326819996006.28296,4.149253343,326819996006.28296,58.94764175,11.42198706,6.063905086,13.35528919,3289337823.0,49.58913934,2.289379151,49.25342168,47.65777808
World,2007,81.77177559,89.74708,57802900000000.0,3.787976567,8604.647678,346460978285.70044,346460978285.70044,3.108108108,3.793333333,346460978285.70044,346460978285.70044,346460978285.70044,9.101161338,903.2533193,58.99264528,29.8142371,6.653420353,346460978285.70044,4.068595198,5.326041894,5.423222088,61611800000000.0,346460978285.70044,4.381900771,9171.646416,346460978285.70044,3.096774318,13428.59243,31101.9468,90208500000000.0,346460978285.70044,4.033420086,13.79733467,346460978285.70044,25.93847798,62182500000000.0,27.99642543,2.67649629,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,5.783010719,346460978285.70044,4.810237043,3066600128.0,69.83526843,82.94480896,88.66638947,41.3,58.0,346460978285.70044,120.21576,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,7808836.0,4.271827973,6717641730.0,5.8,16.2,33.3,19.6,40.8,61.4,346460978285.70044,346460978285.70044,346460978285.70044,86.8991394,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,5645.5,2344.0,346460978285.70044,17.88139672,16.59593605,6439.824962,346460978285.70044,3352302580.0,346460978285.70044,346460978285.70044,4.286260668,346460978285.70044,59.33420438,12.04407429,5.850838834,13.04874583,3363570859.0,50.08389293,2.256777503,48.64312161,48.36768037
World,2008,82.40127489,363316823096.3012,57628000000000.0,-1.530531428,8472.950841,363316823096.3012,363316823096.3012,3.146666667,3.806666667,363316823096.3012,363316823096.3012,363316823096.3012,9.097818194,951.8961629,58.81316313,31.01120003,3.009797116,363316823096.3012,2.014580139,3.791808384,4.012353517,62886700000000.0,363316823096.3012,2.069175771,9246.127937,363316823096.3012,0.812084529,13622.62988,31610.66219,92653100000000.0,363316823096.3012,4.204145193,14.08339977,363316823096.3012,25.93097139,63318000000000.0,27.23758548,2.653164289,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,7.860966092,363316823096.3012,8.949953354,3098765558.0,70.00608347,83.42507935,89.45702362,39.8,55.7,363316823096.3012,123.794177,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,7594037.0,3.993715691,6801408360.0,5.5,15.6,32.5,18.8,39.7,60.3,363316823096.3012,363316823096.3012,363316823096.3012,88.45117188,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,18.55474759,16.7700807,6361.010293,363316823096.3012,3359654949.0,363316823096.3012,363316823096.3012,3.754514883,363316823096.3012,60.97481447,12.38914993,5.869622998,13.23280796,3439970487.0,50.59058792,2.271384526,48.20682693,48.86047377
World,2009,82.76989195,89.88673,57288000000000.0,-1.803919475,8320.105631,363149656508.3515,363149656508.3515,3.142857143,3.863636364,363149656508.3515,363149656508.3515,363149656508.3515,9.82725746,1010.094969,58.25819228,26.38387949,-9.876873598,363149656508.3515,0.92367496,2.319239292,2.171188346,62043100000000.0,363149656508.3515,-1.341448145,9010.701074,363149656508.3515,-2.546221133,13359.53388,31290.06385,91986900000000.0,363149656508.3515,4.422070026,13.92493486,363149656508.3515,23.8682456,62383300000000.0,25.0500932,2.607104728,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,2.169391733,363149656508.3515,2.928564327,3127621175.0,70.40137773,83.71627045,89.52229309,38.3,53.3,363149656508.3515,121.3064265,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,7328160.0,3.490821227,6885490816.0,5.2,15.0,31.7,17.9,38.6,59.5,363149656508.3515,363149656508.3515,363149656508.3515,89.14604187,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,19.33418182,17.22351075,6283.775113,363149656508.3515,3366866645.0,363149656508.3515,363149656508.3515,3.475767477,363149656508.3515,52.48292919,11.71838095,6.460848077,14.25412478,3516826565.0,51.08924016,2.234207482,48.15156921,48.97824962
World,2010,83.13740956,89.73896,60297200000000.0,3.982115489,8651.421846,371277180067.8873,371277180067.8873,3.149350649,3.837662338,371277180067.8873,371277180067.8873,371277180067.8873,9.49435116,1032.933787,58.09606598,28.75069073,11.77539586,371277180067.8873,2.929495762,2.840969343,2.636868014,64860400000000.0,371277180067.8873,4.540838287,9306.140873,371277180067.8873,3.278765959,13868.38219,32564.60377,96657500000000.0,371277180067.8873,4.19863987,14.32400036,371277180067.8873,25.44908881,65177400000000.0,26.35541809,2.620024894,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,4.229784999,371277180067.8873,3.34686867,3154391060.0,70.67061712,84.11115265,89.5668869,37.1,51.4,371277180067.8873,119.5573443,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,7108596.0,4.263193063,6969631901.0,4.7,13.9,30.2,16.3,36.5,57.8,371277180067.8873,371277180067.8873,371277180067.8873,88.91130829,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,19.56099755,16.86585484,6208.360602,371277180067.8873,3373930662.0,371277180067.8873,371277180067.8873,3.603054933,371277180067.8873,56.88656111,11.70427547,6.345966028,14.33041771,3593889101.0,51.57838787,2.191252101,47.76041783,49.5162867
World,2011,82.07444964,89.76079,61927700000000.0,1.482321441,8779.663727,402140339062.7856,402140339062.7856,3.08974359,3.807692308,402140339062.7856,402140339062.7856,402140339062.7856,9.378522493,1077.823229,58.02663702,30.57018644,6.262222295,402140339062.7856,2.710752324,3.154931417,2.953056929,67007500000000.0,402140339062.7856,3.310323684,9499.843749,402140339062.7856,2.08145222,14230.6949,33407.53941,100377000000000.0,402140339062.7856,4.242090225,13.64705992,402140339062.7856,26.22174708,67299800000000.0,26.6392386,2.68405463,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,5.539056432,402140339062.7856,4.82239636,3188482053.0,71.00785702,84.31716156,89.78495026,35.9,49.5,402140339062.7856,122.4016016,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,6875719.0,4.426311813,7053533350.0,4.0,12.6,28.6,14.2,34.2,56.3,402140339062.7856,402140339062.7856,402140339062.7856,88.49230957,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,19.93282502,16.75624722,6134.854593,402140339062.7856,3383140605.0,402140339062.7856,402140339062.7856,3.499592861,402140339062.7856,60.09081417,11.84998358,6.191893091,14.43180472,3668565395.0,52.02379947,2.077868624,47.10477477,50.18229837
